Tez No,Yazar,Yıl,Tez Adı,Üniversite,Dil,Tez Türü,Konu
354331,MEHMET AKİF ACAR,2014,An application of data mining and knowledge discovery process in the field of natural gas exploration,Çankaya Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
363992,YUSUF YARGI BAYDİLLİ,2014,Investigations of Istanbul stock exchange national 100 index (Bist-100) by using data mining and financial network techniques,Karabük Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; İstatistik = Statistics
410538,SEDAT MARANGOZ,2014,Development of a system for smart TV viewers using data mining techniques,Dokuz Eylül Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
376344,ESİN DENİZ UÇAR,2014,Data mining using in diagnosis of the chronic renal disease in diabetic patients.,Dokuz Eylül Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
377216,ZEYNEP CEYLAN,2014,Shelf arrangement via data mining techniques and a case study,Marmara Üniversitesi,İngilizce,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
357168,FATMA ÖZGE BÜKEY,2014,Data mining applications in customer relationship management and a comparative study in the banking sector,Marmara Üniversitesi,İngilizce,Doktora,Bankacılık = Banking ; Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
382754,GÜLAY ÇİÇEK,2014,Applying data mining techniques to implement the clinical guidelines for the management of the patients with type 2 diabetes: medication dose adjustments,Fatih Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Biyomühendislik = Bioengineering
365487,İSMET KARACAN,2014,Data mining for simulation ınput modeling,Deniz Harp Okulu Komutanlığı,İngilizce,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
348714,AYŞEGÜL ÇAYCI,2013,Self-confıgurıng data mınıng for ubıquıtous computıng,Sabancı Üniversitesi,İngilizce,Doktora,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
341116,MUHAMMET TUĞBERK İŞYAPAR,2013,Classification of electricity customers based on real consumption values using data mining and machine learning techniques and its corresponding applications,Orta Doğu Teknik Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
336855,ERAY ÖZKURAL,2013,Data distribution and performance optimization models for parallel data mining,İhsan Doğramacı Bilkent Üniversitesi,İngilizce,Doktora,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
365686,YASEMİN AKTÜRK,2013,What is the model of the best manager: a data mining approach,Bahçeşehir Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
373715,NERGİS YILMAZ,2013,Analysis of the impact of clustering on Apriori data mining algorithm,Galatasaray Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
355751,FİKRİ MERT KURUM,2013,A study of a group of healthcare datasets in data mining domain,Boğaziçi Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Biyomühendislik = Bioengineering ; Genetik = Genetics
387154,MÜŞERREF DUYGU SAÇAR,2013,An integrative data mining approach for microrna detection in human,İzmir Yüksek Teknoloji Enstitüsü,İngilizce,Yüksek Lisans,Biyoloji = Biology
323836,SELİM GÜLLÜLÜ,2012,Signal based data mining for feature extraction and fault detection,İstanbul Teknik Üniversitesi,İngilizce,Doktora,Elektrik ve Elektronik Mühendisliği = Electrical and Electronics Engineering
313602,ONUR ERDOĞAN,2012,Predicting the disease of alzheimer (AD) with SNP biomarkers and clinical data based decision support system using data mining classification approaches,Orta Doğu Teknik Üniversitesi,İngilizce,Yüksek Lisans,Biyoistatistik = Biostatistics ; Genetik = Genetics
313898,BURCU BAŞTABAK,2012,A data mining framework to detect tariff code circumvention in Turkish customs database,Orta Doğu Teknik Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
328369,MİNE DURDU,2012,Applicatıon of data mining in customer relationship management market basket analysis in a retailer store,Dokuz Eylül Üniversitesi,İngilizce,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
301682,MEHMET ERDEM GÜNAY,2012,Knowledge extraction from experimental and computational data for selective CO oxidation and water gas shift reaction using data mining techniques,Boğaziçi Üniversitesi,İngilizce,Doktora,Kimya Mühendisliği = Chemical Engineering
305723,GÜLBERAL KIRÇİÇEĞİ YOKSUL KORKMAZ,2012,Mining microarray data for biologically important gene sets,Orta Doğu Teknik Üniversitesi,İngilizce,Doktora,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
322356,BAŞAR DEMİR,2012,Individual differences in willingness to become an organ donor: A data-mining approach to reasoned action,Koç Üniversitesi,İngilizce,Yüksek Lisans,Psikoloji = Psychology
332745,OSMAN YÜCEL,2012,Development of a data mining software on higher educational data,Boğaziçi Üniversitesi,İngilizce,Yüksek Lisans,Eğitim ve Öğretim = Education and Training
328301,ALPER VAHAPLAR,2012,A data mining application on cognitive EEG recording,Dokuz Eylül Üniversitesi,İngilizce,Doktora,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; İstatistik = Statistics
306842,TUBA EŞİYOK,2011,Data mining supported hospital information systems solutions,Dokuz Eylül Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
292820,MUSTAFA KARA,2011,An application of adaptive-network-based fuzzy inference system on automated teller machine data and comparison of different data mining algorithms,Bahçeşehir Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
286993,DİDEM TOKMAK,2011,Knowledge discovery and a comparison of data mining tools on iris dataset,Başkent Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
292824,BARIŞ AKBAŞ,2011,Newspaper vendor sales prediction by using data mining techniques,Bahçeşehir Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
292790,ECEHAN ÇETİN,2011,Data mining techiniques and a banking application,Bahçeşehir Üniversitesi,İngilizce,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
299100,NEVZAT KAYA,2011,Recommender system framework based on datamining techniques,Dokuz Eylül Üniversitesi,İngilizce,Yüksek Lisans,Bilim ve Teknoloji = Science and Technology
297910,SEZİN TUNABOYLU,2011,Analysis of genetic data via data mining methods and its applications,Dokuz Eylül Üniversitesi,İngilizce,Yüksek Lisans,İstatistik = Statistics
299421,MUSTAFA KARABULUT,2011,Employing data mining techniques on biological sequences for transcription factor binding site identification,Çukurova Üniversitesi,İngilizce,Doktora,Elektrik ve Elektronik Mühendisliği = Electrical and Electronics Engineering
298383,YASEMİN AYDOĞDU,2011,Evaluating e-learning environment by using data mining techniques,Boğaziçi Üniversitesi,İngilizce,Yüksek Lisans,Eğitim ve Öğretim = Education and Training
306860,BORA ÖZGÜL,2011,Data mining on text data and related applications,Dokuz Eylül Üniversitesi,İngilizce,Yüksek Lisans,İstatistik = Statistics
282861,FARUK BULUT,2010,Detecting students at risk of substance abuse by using data mining classification algorithms,Fatih Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Psikoloji = Psychology
269434,ENGİN MADEN,2010,Data mining on architecture simulation,Orta Doğu Teknik Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
777798,FIRAT İSMAİLOĞLU,2010,A medical data mining application covering patients over 90 years old by using the Cart algorithm,University of East Anglia,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
266606,BARIŞ YILDIZ,2010,Impacts of frequent itemset hiding algorithms on privacy preserving data mining,İzmir Yüksek Teknoloji Enstitüsü,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
283598,SERKAN ALTUNTAŞ,2010,Facility layout using weighted association rule-based data mining algorithms: Evaluation with simulation,Dokuz Eylül Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
271177,NESLİHAN DOĞAN,2010,Analysis and applications of data mining algorithms,Boğaziçi Üniversitesi,İngilizce,Yüksek Lisans,İşletme = Business Administration
258531,CÜNEYT AŞUK,2010,A data-mining based fraud detection system for health insurance companies,Marmara Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
266487,ÇAĞDAŞ ÇALIŞ,2010,Drug dosage planning of hypertension disease using data mining techniques,Bahçeşehir Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
271119,İNCİ AKSOY,2010,Finding hidden patterns of hospital infections on the newborn in Turkey: A data mining approach,Boğaziçi Üniversitesi,İngilizce,Yüksek Lisans,Hastaneler = Hospitals ; İşletme = Business Administration
255109,MENNAN GÜDER,2009,Data mining methods for clustering power quality data collected via monitoring systems installed on the electricity network,Orta Doğu Teknik Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
255312,YUSUF KAVURUCU,2009,An ILP-based concept discovery system for multi-relational data mining,Orta Doğu Teknik Üniversitesi,İngilizce,Doktora,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
246567,KARCA DURU ARAL,2009,Prescription fraud detection via data mining: A methodology proposal,İhsan Doğramacı Bilkent Üniversitesi,İngilizce,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
244719,TAMER UÇAR,2009,Predicting the existence of mycobacterium tuberculosis on patients by data mining approach,Bahçeşehir Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
259015,ABDULLAH ERCÜMENT ÇİÇEK,2009,Ensuring location diversity in privacy preserving spatio-temporal data mining,Sabancı Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
255575,ZEYNEP ANAKLI,2009,A comparison of data mining methods for prediction and classification types of quality problems,Orta Doğu Teknik Üniversitesi,İngilizce,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
244702,İNAYET ADALI,2009,Benchmarking data mining techniques for segmenting diabetes patients,Bahçeşehir Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
257203,YAĞIZ CİVAN ÖZSEYHAN,2009,An association rule-based recommendation engine for online dating sites,Boğaziçi Üniversitesi,İngilizce,Yüksek Lisans,Bilim ve Teknoloji = Science and Technology ; İşletme = Business Administration
243981,MEHMET SEVAL KAYGULU,2009,Supervised techniques in data mining,Dokuz Eylül Üniversitesi,İngilizce,Doktora,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
231897,AHMET DAYLAN,2008,Experimental study for extending data mining standards,Boğaziçi Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
231921,AJLAN NİHAT GÜN,2008,Assortment planning using data mining algorithms,Boğaziçi Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; İşletme = Business Administration
215924,İBRAHİM FURKAN İNCE,2008,Intelligent question classification for e-learning environments by data mining techniques,Bahçeşehir Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
251265,ŞENAY SADIÇ,2008,Data mining including application of cognitive maps and decision tree algorithm,İstanbul Teknik Üniversitesi,İngilizce,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
243790,İZZET ÇAVUŞLAR,2008,Medical data mining by using MATLAB/SAS,Dokuz Eylül Üniversitesi,İngilizce,Yüksek Lisans,İstatistik = Statistics
255608,FATMA YERLİKAYA,2008,A new contribution to nonlinear robust regression and classification with MARS and its applications to data mining for quality control in manufacturing,Orta Doğu Teknik Üniversitesi,İngilizce,Yüksek Lisans,Bilim ve Teknoloji = Science and Technology ; Matematik = Mathematics
215934,TÜRKALP KUCUR,2007,Data mining techniques in emboli detection,Bahçeşehir Üniversitesi,İngilizce,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
201921,FATMA GÜNTÜRKÜN,2007,A comprehensive review of data mining applications in quality improvement and a case study,Orta Doğu Teknik Üniversitesi,İngilizce,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering ; İstatistik = Statistics
