Tez No,Yazar,Yıl,Tez Adı,Üniversite,Dil,Tez Türü,Konu
602488,NİHAN GÜLSOY,2019,Kredi skorlama süreçlerinde veri madenciliği ve bankacılık sektöründe bir uygulama,Erciyes Üniversitesi,Türkçe,Doktora,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
536188,HALİL YILDIZ,2019,Finans sektöründe veri madenciliği kredi skorlama,Milli Savunma Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
549742,SADİ ELASAN,2019,Veri madenciliğinde farklı karar ağaçları ve k-en yakın komşuluk yöntemlerinin incelenmesi: kadın hastalıkları ve doğum verisinde bir uygulama,Van Yüzüncü Yıl Üniversitesi,Türkçe,Doktora,Biyoistatistik = Biostatistics
561376,KAMİL İLHAN,2019,Uyumsoft CRM sisteminin veri madenciliği ile analiz edilmesi,Sakarya Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
597959,ÖZGÜR YILDIZ,2019,Kazı destek yapılarının veri madenciliği ilkeleri ile incelenmesi,Yıldız Teknik Üniversitesi,Türkçe,Doktora,İnşaat Mühendisliği = Civil Engineering
597158,MAHMUT COŞKUN,2019,Hanehalkı bilişim teknolojileri kullanımının veri madenciliği teknikleri ile analizi,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Bilim ve Teknoloji = Science and Technology ; Mühendislik Bilimleri = Engineering Sciences
611125,EMİNE RUMEYSA GÜLER,2019,Enerji tüketimi verileri üzerinde akan veri madenciliği uygulaması,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
606191,YASİN AFŞİN,2019,Müşteri ilişkileri yönetiminde veri madenciliği durum analizi: Hava yolu şirketinde bir uygulama,Mimar Sinan Güzel Sanatlar Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
536203,LEVENT YALÇIN,2019,Sağlık sektöründe veri madenciliği,Milli Savunma Üniversitesi,Türkçe,Yüksek Lisans,Mühendislik Bilimleri = Engineering Sciences
600847,YUNUS EMRE CEBECİ,2019,Hava durumu tahmini için veri madenciliği tabanlı bir model geliştirilmesi,İstanbul Teknik Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
596815,SÜLEYMAN MUHAMMED ARIKAN,2019,Veri madenciliği temelli siber tehdit istihbaratı,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Bilim ve Teknoloji = Science and Technology ; Mühendislik Bilimleri = Engineering Sciences
570179,MUHAMMED FATİH ŞİMŞEK,2019,Veri madenciliği sınıflandırma tekniklerini kullanarak üretim sistemlerinde hatalı ürünlerin tespit edilmesi,Kırıkkale Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
595734,MUHAMMED CİHAD TUNA,2019,Kötü niyetli alan adlarının veri madenciliği kullanılarak tespit edilmesi,İstanbul Teknik Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
586526,MEHMET ANIL ATLI,2019,Veri madenciliği teknikleri yardımıyla baz istasyonu arızalarının tahmin edilmesi,Bahçeşehir Üniversitesi,Türkçe,Yüksek Lisans,Mühendislik Bilimleri = Engineering Sciences
554898,ABDOULAZIZ ABDOUKARIM,2019,Doğal dil işleme ve veri madenciliği  kullanarak tvitler üzerinden film derecelendirilmesi,Selçuk Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
599223,NİHAL YAŞASINOĞLU,2019,Türkiye\'de anlaşmalı boşanma ile sosyal güvenlik kurumundan aylık alanlar üzerine veri madenciliği cart algoritması uygulaması,Gazi Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
610114,AYTEN MERMER,2019,Veri madenciliği yaklaşımı ile proje başvuru yapma eğiliminin tahmini,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
573713,OSMAN KAYHAN,2019,Uzaktan eğitim öğrencilerin mezuniyet durumlarının veri madenciliği yöntemleri ile tahmini: Amasya Üniversitesi Örneği,Amasya Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Eğitim ve Öğretim = Education and Training
570076,TAHİR ERŞAN ŞANLI,2019,Endüstri mühendisliği alanındaki lisansüstü tezlerin veri madenciliği ile çalışma konu önceliklerinin belirlenmesi,Çukurova Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
560035,BÜŞRA YETGİNLER,2019,Rahim ağzı kanserinin veri madenciliği yöntemleri ile sınıflandırılması,Kırıkkale Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
555287,ORAL KILINÇ,2019,Yatırım planlamasında meteorolojik veriler ile veri madenciliği kümeleme uygulamaları,Milli Savunma Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Meteoroloji = Meteorology ; İşletme = Business Administration
582553,AKINER KAÇMAZ,2019,Mesleki ve teknik eğitim öğrencilerinin teknoloji bağımlılıklarının veri madenciliği ile analizi,Marmara Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
579457,BARIŞ YILDIRIM,2019,Modern perakendecilik sektöründe veri madenciliği tekniklerinin uygulanması,İstanbul Üniversitesi-Cerrahpaşa,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering ; İstatistik = Statistics ; İşletme = Business Administration
558658,OLCAYTU TOKER,2019,Veri madenciliği yaklaşımını kullanarak koordineli envanter yönetiminin analizi ve uygulaması,Milli Savunma Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
611169,ERDAL ALBAYRAK,2019,ATM yer seçiminde başlıca veri madenciliği teknikleri ile tahminleme,Maltepe Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
662759,GÜLBEN GÖRGÜN ÖZŞAHİN,2019,E-ticaret fiyatlandırmasında yapay zeka ve veri madenciliğine dayalı sistem önerisi,Osmaniye Korkut Ata Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
559119,SİNAN DURU,2019,Veri madenciliği yöntemleri ve türk müziği analizlerinde kullanılması üzerine bir uygulama,Çukurova Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
617123,ALİ BURAK SAYILAN,2019,Veri madenciliğinde bazı kümeleme algoritmalarının karşılaştırılması,Muğla Sıtkı Koçman Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
538097,ŞERİFE ŞEKER ELMAS,2019,Sosyal medya mesajlarının veri madenciliği yöntemi ile duygu analizi (Sivas ili örneği),Sivas Cumhuriyet Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Bilim ve Teknoloji = Science and Technology ; İletişim Bilimleri = Communication Sciences
614088,HASAN ÇAKMAK,2019,"Güncel iş kazaları ham verilerinin, veri madenciliği süreci ile analizi",Gazi Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
551263,AHMET KARABACAK,2019,Türk karasularında meydana gelen gemi kazalarının analizi: Bir veri madenciliği uygulaması,Dokuz Eylül Üniversitesi,Türkçe,Yüksek Lisans,Denizcilik = Marine ; Kazalar = Accidents ; İşletme = Business Administration
576723,MERVE KAYMAZ,2019,Veri madenciliği yöntemi ile risklerin yönetilmesi ve sigorta sektörü üzerine bir uygulama,Marmara Üniversitesi,Türkçe,Yüksek Lisans,Sigortacılık = Insurance ; İşletme = Business Administration
547220,ALİ KÜSMÜŞ,2019,Kan ve antropometri değerlerinden veri madenciliği yöntemleri kullanılarak meme kanseri tahmini,Kahramanmaraş Sütçü İmam Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Bilim ve Teknoloji = Science and Technology
567928,HÜSEYİN ERKİN SÜLEKLİ,2019,Yoğun bakım ünitelerinde yatan hastalara ilişkin mortalite ve yatış süresine etki eden faktörlerin veri madenciliği yöntemleri ile incelenmesi,Hacettepe Üniversitesi,Türkçe,Yüksek Lisans,Biyoistatistik = Biostatistics
571537,FATİH AŞIK,2019,Böbrek nakli yapılan hastalarda veri madenciliği yöntemleri ile akut rejeksiyon durumunun incelenmesi,Akdeniz Üniversitesi,Türkçe,Yüksek Lisans,Biyoistatistik = Biostatistics ; Nefroloji = Nephrology
572189,DİDEM ATİKTÜRK TAŞDELEN,2019,Veri madenciliğinin tıp ve sağlık hizmetlerinde uygulamaları,Ankara Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
577626,YUSUF ALTINOK,2019,Veri madenciliğinde hiyerarşik kümeleme algoritmalarının uygulamalı karşılaştırılması,Marmara Üniversitesi,Türkçe,Yüksek Lisans,Ekonometri = Econometrics ; İstatistik = Statistics
581744,ABDULLAH AKGÜN,2019,Veri madenciliği sınıflandırma yöntemlerinin etkinliğinin karşılaştırılmalı olarak incelenmesi: Seyahat acentası örneği,Akdeniz Üniversitesi,Türkçe,Doktora,Turizm = Tourism ; İşletme = Business Administration
582493,NURİYE TOPYILDIZ,2019,Veri madenciliği sınıflandırma yöntemlerinden karar ağaçları ve bir uygulama,Selçuk Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
550279,YUSUF TORUN,2019,Küresel girişimcilik endeksine göre ülkelerin veri madenciliği yöntemleri ile sınıflandırılması,Trakya Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
568561,MERVE KAŞIKCI,2019,Transkriptom veri seti üzerinde derin öğrenme yöntemi ile klasik veri madenciliği yöntemlerinin sınıflama performanslarının karşılaştırılması,Hacettepe Üniversitesi,Türkçe,Yüksek Lisans,Biyoistatistik = Biostatistics
598685,BETİM ÇELİK,2019,Mekanik arızaların veri madenciliği Apriori algoritması ile analiz edilmesi,Kocaeli Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
604127,MEHMET SEZER,2019,Patent analizi ve veri madenciliğine dayalı teknoloji değerlendirmesi,Yıldız Teknik Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
582711,HATİCE BOLAT,2019,Kayseri il emniyet müdürlüğü trafik kaza verilerinin veri madenciliği yaklaşımları ile analizi,Erciyes Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
587981,SEMA PEÇE,2019,İşletme bölümü lisans derslerinin veri madenciliği yöntemleri ile analizi: Recep Tayyip Erdoğan Üniversitesi örneği,Recep Tayyip Erdoğan Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
563568,AHMET GÖKHAN GÜREL,2019,Üniversite kütüphanesi verileri üzerinde veri madenciliği yöntemlerinin uygulanması,Afyon Kocatepe Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
618509,NUR GİZEM AK,2019,Eğitsel veri madenciliğindeki eğilimlerin çok yönlü incelenmesi,Hatay Mustafa Kemal Üniversitesi,Türkçe,Yüksek Lisans,Eğitim ve Öğretim = Education and Training
539274,BÜŞRA YILDIZ KORKMAZ,2019,Bir havayolu işletmesinde kabin ekiplerinin performans değerlendirmesine ilişkin bir veri madenciliği uygulaması,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
570970,ZAHİDE DENİZLİ,2019,Veri madenciliği modelleri ve örnek bir uygulama,Dokuz Eylül Üniversitesi,Türkçe,Yüksek Lisans,Ekonometri = Econometrics
582734,SEREN SEZEN KARALÖK,2019,Alternatif sosyal katmaların bilişsel alışveriş sepetlerinin veri madenciliği ile incelenmesi ve uygulanması,Kırıkkale Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
542902,YAVUZ OĞUZ İPEK,2019,Şirket misyon ve vizyon bilgilerinin veri madenciliği yöntemiyle incelenerek işletme performansı göstergeleri ile ilişkilendirilmesi,Bahçeşehir Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
543604,NİHAN MÜNİSE KAZAZ,2019,Veri madenciliğinde kümeleme analizi yöntemlerinin incelenmesi ve sağlık bilimleri alanındaki uygulamaları,İstanbul Üniversitesi,Türkçe,Yüksek Lisans,Biyoistatistik = Biostatistics
555459,FİKRET UMUT AYDIN,2019,Okullardaki gürültüyü etkileyen faktörlerin veri madenciliği ve deneysel tasarım ile analizi,Bursa Uludağ Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
601842,BİRSEN RENCÜZOĞULLARI,2019,Veri madenciliğinde birliktelik kuralı ve hepatit hastalığı üzerine bir uygula,Eskişehir Teknik Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
578203,ABDURRAHMAN YAKUPOĞLU,2019,Veri madenciliği ile üniversite bilişim teknik servis hizmetleri analizi,Düzce Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
537732,ÖZİN KALEMCİ,2019,Veri madenciliği yöntemi ile prostat kanseri için erken uyarı protokollerinin geliştirilmesi,İstanbul Üniversitesi,Türkçe,Doktora,Biyoistatistik = Biostatistics ; İstatistik = Statistics ; İşletme = Business Administration
575121,EMİNE BÜŞRA AKDEMİR,2019,Veri madenciliği yaklaşımı ile sosyal ağ analizi,İstanbul Şehir Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
599534,FATİH AYKUL,2019,Veri madenciliği teknikleri ile hava yolu firmalarının tweetleri üzerinden duygu analizi,Burdur Mehmet Akif Ersoy Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
558292,CEYHUN ALEMDAR,2019,Doğrudan satış sektöründe veri madenciliği teknikleri ile müşteri kayıp analizi,Beykent Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
593839,MEHMET CİHAN ŞAHİNGİL,2019,Veri madenciliği teknikleri kullanılarak gen regülasyonunun incelenmesi,Hacettepe Üniversitesi,Türkçe,Doktora,Elektrik ve Elektronik Mühendisliği = Electrical and Electronics Engineering ; Genetik = Genetics
593403,VİLDAN YILDIRIM,2019,İstatistiksel veri madenciliği teknikleri ile kamu alımları sektöründe satış tahmini,Hacettepe Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
565024,BESTE UNCU,2019,Veri madenciliği ile yeni ilaç hedeflerinin saptanmasına yönelik interaktomikler: İn silico bir senaryo,Dokuz Eylül Üniversitesi,Türkçe,Yüksek Lisans,Onkoloji = Oncology
562651,GÜNEŞ ÇALIK,2019,İnternet kullanıcılarının ürün satınalma eğiliminin veri madenciliği algoritmaları ile tahmin edilmesi,Sakarya Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
554495,SONER KARATAŞ,2019,"Ortaokul 5. sınıf öğrencilerinin matematik, fen bilimleri ve Türkçe dersleri kazanımlarına ulaşma düzeylerinin incelenmesi:Veri madenciliği çalışması(Afyonkarahisar örneklemi)",Afyon Kocatepe Üniversitesi,Türkçe,Yüksek Lisans,Eğitim ve Öğretim = Education and Training
577592,İSHAK FIRAT,2019,Veri madenciliği teknikleri uygulayarak kütüphane otomasyonundan bilgi keşfi elde edilmesi,Erzincan Binali Yıldırım Üniversitesi,Türkçe,Yüksek Lisans,Elektrik ve Elektronik Mühendisliği = Electrical and Electronics Engineering
568959,TURHAN GÜRHAN KUTLU,2019,Online cihazların izlenmesi ve veri madenciliği kullanılarak analizi,Beykent Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
562597,TUĞÇE SÜHEYLA KAYA,2019,Veri madenciliği algoritmaları ile kredi kartı kullanım alışkanlıklarının incelenmesi ve kişiye özgü kampanya teklifi,İstanbul Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
557432,BATUHAN KARAKAYA,2019,Hastanelerin fiziki ve insan kaynaklarının optimum kullanımının veri madenciliği yöntemleri araştırılması,Afyon Kocatepe Üniversitesi,Türkçe,Yüksek Lisans,Bilim ve Teknoloji = Science and Technology ; Hastaneler = Hospitals
539849,HARUN SEVGENLER,2019,"Keçilere ait kimi özelliklerin canlı ağırlık üzerindeki etkilerini belirlemek amacıyla kullanılan veri madenciliği algoritmalarının (Cart, Chaid ve Mars) karşılaştırılması",Iğdır Üniversitesi,Türkçe,Yüksek Lisans,Biyoistatistik = Biostatistics ; İstatistik = Statistics
548565,SERAP ŞEN GEÇİCİ,2019,Telekom sektöründeki müşterilerin ürünlerinin veri madenciliği ile incelenerek çapraz satış kampanyalarının hazırlanması,Bahçeşehir Üniversitesi,İngilizce,Yüksek Lisans,İşletme = Business Administration
593855,ALİ KORKMAZ,2019,İnsani gelişmişlik endeksinin veri madenciliği tekniklerinden olan C5.0 ve GINI algoritmaları kullanarak modellenmesi,Osmaniye Korkut Ata Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
595226,ŞEVKET CANDAŞ,2019,Proje desteklerinde veri madenciliği tekniklerinden kümeleme analizi ile mali tabloların değerlendirilmesi,Bursa Uludağ Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
602297,MURAT ALTUN,2019,Öğrenci akademik performansının kestirilmesine ilişkin bir model önerisi: Veri madenciliğine dayalı bir çalışma,Akdeniz Üniversitesi,Türkçe,Doktora,Eğitim ve Öğretim = Education and Training
607708,ANIL AKSOY,2019,Pazarlama ve müşteri ilişkileri yönetiminde veri madenciliği uygulamaları: Pazar sepet analizinde apriori algoritmasının uygulanması,İstanbul Aydın Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; İşletme = Business Administration
624116,KAMİL ASLAN,2019,Tüketici davranışını etkileyen kişisel faktörlerin veri madenciliği teknikleri ile analizi: Kayseri örneği,Niğde Ömer Halisdemir Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
586070,MEHMET TAHA ESER,2019,Uluslararası Öğrenci Değerlendirme Programı 2015 verilerinin veri madenciliğinde kümeleme yöntemleriyle incelenmesi,Hacettepe Üniversitesi,Türkçe,Doktora,Eğitim ve Öğretim = Education and Training
484972,MERYEM YILDIZLI,2018,Hastane bilgi yönetim sistem verilerine veri madenciliği ile işlerlik kazandırılması için bir adım : K-ortalama algoritmasında uygun parametre seçimi,Çukurova Üniversitesi,Türkçe,Doktora,Biyoistatistik = Biostatistics
531486,ŞÜKRAN ARMUTLU,2018,Veri madenciliği ile kütüphane kullanımı ve ders başarısı arasındaki ilişkinin incelenmesi,Uşak Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
511349,BARIŞ AKSOY,2018,İşletmelerde finansal başarısızlık tahmininde veri madenciliği yöntemlerinin karşılaştırılması:  BIST\'de bir uygulama,Erciyes Üniversitesi,Türkçe,Doktora,İşletme = Business Administration
515513,GÖKHAN AKSU,2018,PISA başarısını tahmin etmede kullanılan veri madenciliği yöntemlerinin incelenmesi,Hacettepe Üniversitesi,Türkçe,Doktora,Eğitim ve Öğretim = Education and Training
494068,NİLGÜN MÜLAYİM,2018,ISO 1000 firmalarının vizyon ve misyon ifadelerinin veri madenciliği ile incelenmesi,Cumhuriyet Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
519857,FİGEN YILDIZ,2018,Tarımsal veri madenciliğinde aprıorı birliktelik kuralının uygulanması,Çukurova Üniversitesi,Türkçe,Doktora,Ziraat = Agriculture ; İstatistik = Statistics
488830,DERYA TUNCER,2018,Veri madenciliği yöntemi ile aylık kullanılabilir gelir tahmini ve göstergeleri,Trakya Üniversitesi,Türkçe,Yüksek Lisans,Ekonomi = Economics
517536,SEFA SAYLAN,2018,Veri madenciliği teknikleri ile istenmeyen Türkçe e-postaların önlenmesi üzerine bir uygulama,Marmara Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
521718,TURGUT ÖZALTINDİŞ,2018,Mekansal-zamansal veri madenciliğinde kümeleme analizi,Mimar Sinan Güzel Sanatlar Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
490486,DUYGU ÖNER KÖK,2018,E-ticaret ve veri madenciliği uygulaması,Beykent Üniversitesi,Türkçe,Yüksek Lisans,Bilgi ve Belge Yönetimi = Information and Records Management
521316,MERVE BARAN KILIÇALAN,2018,Hanehalkı işgücü araştırma verileri ile veri madenciliği yöntemlerinin uygulanması ve modellerin karşılaştırılması,Hacettepe Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
510021,SEMRA KATILMIŞ,2018,Veri madenciliği yöntemleri ile banka dijital kanallarına eğilimli müşterilerin belirlenmesi,Bahçeşehir Üniversitesi,Türkçe,Yüksek Lisans,Bankacılık = Banking
524565,AYŞEGÜL CENGER,2018,Parçacık sürü optimizasyonu ve veri madenciliği yöntemleriyle kümeleme analizi: İzmir\'de kurulu bir firmanın müşterilerinin kümelenmesi uygulaması,Dokuz Eylül Üniversitesi,Türkçe,Yüksek Lisans,Ekonometri = Econometrics
513212,AYTAÇ TEKİN,2018,Tıp\'ta veri madenciliği uygulamaları: Yenidoğan sepsisi veri seti analizi,Fırat Üniversitesi,Türkçe,Yüksek Lisans,Bilim ve Teknoloji = Science and Technology ; Sağlık Kurumları Yönetimi = Health Care Management
509804,TUĞÇE MERVE DEMİR,2018,Veri madenciliği yöntemleri ile banka çağrı merkezi müşterilerine uygulanan pazarlama stratejilerinin belirlenmesi,Bahçeşehir Üniversitesi,Türkçe,Yüksek Lisans,Bankacılık = Banking
495349,PINAR CİHAN,2018,"Veri madenciliği yöntemleriyle hayvan hastalıklarında teşhis, prognoz ve risk faktörlerinin belirlenmesi",Yıldız Teknik Üniversitesi,Türkçe,Doktora,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
507111,SEMA GÜZEL,2018,Veri madenciliğinde sınıflandırma algoritmaları kullanılarak hepatit hastalığının tespiti,Kahramanmaraş Sütçü İmam Üniversitesi,Türkçe,Yüksek Lisans,Elektrik ve Elektronik Mühendisliği = Electrical and Electronics Engineering
506166,MERVE GİTMEZ,2018,Metasezgisel algoritmalar ile veri madenciliğinde aykırı değerlerin tespiti uygulamaları,Harran Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
513703,ESİN AYŞE ZAİMOĞLU,2018,Veri madenciliği teknikleri kullanılarak sosyal ağlar aracılığı ile bilgisayar ve bilişim mühendisliği mezun öğrenci profillerinin belirlenmesi,Sakarya Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
526928,AYŞE NUR SAĞIN,2018,Veri madenciliği algoritmaları ile birliktelik kurallarının belirlenmesi: Perakende sektöründe bir uygulama,İstanbul Ticaret Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
507742,ESMA AKDEMİRCİ,2018,Psikometrik bir araç olarak veri madenciliği,Ondokuz Mayıs Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
534399,YILMAZ DEMİRCİ,2018,Kamu hizmetlerinde veri madenciliği: Çözüm masası verileri temelinde bir araştırma,Sakarya Üniversitesi,Türkçe,Doktora,Kamu Yönetimi = Public Administration
494810,ERDEM KISMET,2018,Eğitsel veri madenciliğinde kullanılmak üzere experience api (XAPI) temelli öğrenme deneyimi kayıtlarının işlenebilmesi için bir model geliştirilmesi,Kocaeli Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
505759,SİNAN ALTUN,2018,MR spektroskopi temelli beyin tümörü teşhisinde veri madenciliği uygulamaları,Kahramanmaraş Sütçü İmam Üniversitesi,Türkçe,Yüksek Lisans,Elektrik ve Elektronik Mühendisliği = Electrical and Electronics Engineering
524747,GONCA YÜZBAŞI KÜNÇ,2018,Veri madenciliği tekniklerinin bilgi ekonomisi değişkenlerine uygulanması,İstanbul Üniversitesi,Türkçe,Doktora,Ekonomi = Economics ; İstatistik = Statistics ; İşletme = Business Administration
529321,HANDE BUŞRA EREN,2018,Ortaöğretim öğrencilerinin fiziksel uygunluk karnesi ölçümlerinin veri madenciliği ile sınıflandırılması,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Spor = Sports
493624,NİHAT BARIŞ SEBİK,2018,Veri madenciliği yöntemi ile akciğer kanseri teşhisine yönelik öneri sistemi tasarımı,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
544001,MUHAMMED METİN ULUYARDIMCI,2018,Veri madenciliği yöntemleri ile uçuş biletleme analizi,İstanbul Aydın Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
494122,MEHMET ALİ DEVECİ,2018,Müşteri ilişkileri yönetiminde veri madenciliği ve iş zekâsı uygulamaları,Cumhuriyet Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
487795,DİDEM YANGEÇ,2018,Veri madenciliği teknikleri ile otel yorumlarından anahtar kelimeler keşfi,Süleyman Demirel Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
507516,BUSE TÜRKOĞLU,2018,Soğuk dövme makinalarının duraklama sürelerinin azaltılmasında veri madenciliği yöntemiyle tahminleme,Yaşar Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
